run_id,run_at,protocol,code,build_id,slice,hypothesis,n_raw,n_declustered,hit_rate,base_rate,edge,expectancy,p,survived
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+at_resistance+at_support,948,860,0.4,0.43316091681298347,-0.03316091681298344,-0.0041205599999442006,0.07296351824087956,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+at_resistance+breadth_positive,1544,1363,0.4086573734409391,0.43349408350078145,-0.024836710059842337,-0.003909377476946972,0.14792603698150925,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+at_resistance+ma_50_rising,974,855,0.47017543859649125,0.43316091681298347,0.03701452178350778,0.00011765027012113983,0.04697651174412794,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+at_resistance+market_up,1723,1507,0.42667551426675515,0.4333671945544211,-0.006691680287665924,-0.0032738818571208983,0.6696651674162919,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+at_resistance+rvol_high,1601,1454,0.42159559834938104,0.43316091681298347,-0.011565318463602425,-0.003933731142044337,0.46776611694152925,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+at_resistance+volume_dry,35,34,0.5882352941176471,0.43316091681298347,0.1550743773046636,0.02638509913605494,0.09195402298850575,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+at_support+breadth_positive,999,900,0.3788888888888889,0.43349408350078145,-0.05460519461189256,-0.007487736948632347,0.0069965017491254375,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+at_support+ma_50_rising,456,436,0.44036697247706424,0.43316091681298347,0.007206055664080779,-0.005096546025015656,0.7466266866566716,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+at_support+market_up,1124,1017,0.40412979351032446,0.4333671945544211,-0.02923740104409661,-0.00603733326189709,0.079960019990005,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+at_support+rvol_high,1138,1053,0.39411206077872746,0.43316091681298347,-0.03904885603425601,-0.007219314764699797,0.01899050474762619,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+at_support+volume_dry,19,19,0.42105263157894735,0.43316091681298347,-0.01210828523403612,0.008019457763700149,1.0,False
